"gene","spearman_correlation","p_value","cancer_type"
"ARCN1",0.376949048860225,3.43907973981708e-21,"UCEC"
"PPP1R35",-0.376880360869636,3.50074183563921e-21,"UCEC"
"LAMTOR4",-0.376729463158317,3.64006060857458e-21,"UCEC"
"PRSS23",0.37630570232943,4.06122576698997e-21,"UCEC"
"RSPRY1",0.375813343454944,4.61121046692312e-21,"UCEC"
"AMOTL1",0.37575619840472,4.67962079543961e-21,"UCEC"
"DOCK7",0.375422742345651,5.09924638382415e-21,"UCEC"
"COL1A2",0.375309291731776,5.25031074309573e-21,"UCEC"
"CAP1",0.37516891758427,5.44334698429218e-21,"UCEC"
"PGAM4",0.374341453659234,6.73202181548859e-21,"UCEC"
"TRIM5",0.374226174163899,6.93394692578033e-21,"UCEC"
"PCYT2",-0.374144324223128,7.08093166581417e-21,"UCEC"
"MBD5",0.374089637669294,7.18084520730689e-21,"UCEC"
"CAPRIN1",0.374082921776717,7.1932107681012e-21,"UCEC"
"ALG11",0.373910347322842,7.51826619547535e-21,"UCEC"
"JMJD1C",0.373885912267264,7.56544713351158e-21,"UCEC"
"RIC1",0.373418228301662,8.52690150577065e-21,"UCEC"
"RPLP2",-0.372901464353261,9.72975735228498e-21,"UCEC"
"FTO",0.372537726814273,1.06752931487184e-20,"UCEC"
"SUSD6",0.372510083720723,1.07507491542152e-20,"UCEC"
"MYOF",0.372412103645104,1.1022461639123e-20,"UCEC"
"BOD1L1",0.372308546980114,1.1317002072264e-20,"UCEC"
"RPP21",-0.371894350301815,1.25747088797693e-20,"UCEC"
"SRFBP1",0.371747709986682,1.3052240724979e-20,"UCEC"
"MRPL53",-0.371331834335239,1.45059831392197e-20,"UCEC"
"ARHGEF12",0.371302482286882,1.46144188537739e-20,"UCEC"
"LRCH1",0.371202913183108,1.49882480252802e-20,"UCEC"
"LAMC1",0.371046258992438,1.5595576003595e-20,"UCEC"
"RAB23",0.37095796299406,1.59485167315281e-20,"UCEC"
"QTRT1",-0.37089035434335,1.62240793877995e-20,"UCEC"
"IGF2R",0.370606817753652,1.74317808353707e-20,"UCEC"
"ELF1",0.370575307025538,1.75713534961148e-20,"UCEC"
"USP38",0.370140512944562,1.96135452695414e-20,"UCEC"
"WASHC1",-0.370133767070323,1.96470065775505e-20,"UCEC"
"TNFAIP1",0.369710036223099,2.18655999675737e-20,"UCEC"
"ARL5B",0.369627676594051,2.23246526913621e-20,"UCEC"
"INPP5F",0.369608848109508,2.24309255104202e-20,"UCEC"
"DCXR",-0.369340122461474,2.40031777381105e-20,"UCEC"
"NAV1",0.368330310060331,3.09443601720553e-20,"UCEC"
"TAF1L",0.368242892727095,3.16309853928055e-20,"UCEC"
"TSC22D1",0.368230920846537,3.17261813654549e-20,"UCEC"
"INHBA",0.368166070508849,3.22467781072565e-20,"UCEC"
"RIN2",0.367895875759314,3.45079859289507e-20,"UCEC"
"NDUFB1",-0.367866163930997,3.4765984176536e-20,"UCEC"
"NDUFA3",-0.3674682173142,3.84104201238726e-20,"UCEC"
"RASAL2",0.367128255234198,4.18203210908352e-20,"UCEC"
"TMOD3",0.366752584993221,4.59361213451494e-20,"UCEC"
"PANK3",0.366746738568881,4.60032315057534e-20,"UCEC"
"MYO1E",0.366649627961497,4.71321911820918e-20,"UCEC"
"PTPN11",0.366564480037764,4.81445250722455e-20,"UCEC"
"OSBPL8",0.366326845374557,5.10845772448238e-20,"UCEC"
"SEC23A",0.365858501812364,5.74066901572924e-20,"UCEC"
"NOCT",0.365787565197029,5.84292446803365e-20,"UCEC"
"CEP170",0.365655256116946,6.0384695101946e-20,"UCEC"
"ETS1",0.365406888018284,6.42312328030294e-20,"UCEC"
"LOX",0.365361495780068,6.49598915019432e-20,"UCEC"
"SLC25A24",0.36511216826818,6.9109929482842e-20,"UCEC"
"RPL37",-0.36497650124181,7.14767937237369e-20,"UCEC"
"SH3PXD2B",0.364880230120998,7.32046472700179e-20,"UCEC"
"GSTCD",0.364161659597018,8.7469491432539e-20,"UCEC"
"MAPK1",0.364046769863305,8.99913125768968e-20,"UCEC"
"ANKRD23",-0.363780562674987,9.61132474319711e-20,"UCEC"
"ANKRD17",0.363607568477826,1.00309781643627e-19,"UCEC"
"FAM168A",0.363602081833444,1.00445791638601e-19,"UCEC"
"B3GNT2",0.363598454052187,1.00535821564212e-19,"UCEC"
"AP3M1",0.363596325354093,1.00588686067237e-19,"UCEC"
"NDUFB7",-0.362599105251531,1.28621479402641e-19,"UCEC"
"TULP4",0.362221336294125,1.41143313596474e-19,"UCEC"
"XRN2",0.362110134304996,1.4505301681475e-19,"UCEC"
"KPNA3",0.362007267218261,1.48764619219138e-19,"UCEC"
"JAK1",0.361730116722844,1.59236874434961e-19,"UCEC"
"PLPP3",0.361544650153755,1.66647223457404e-19,"UCEC"
"KDM6A",0.361519945263208,1.67659619730395e-19,"UCEC"
"CTNNB1",0.361483907303938,1.69147320234444e-19,"UCEC"
"COX6B1",-0.361471374968684,1.69667716567273e-19,"UCEC"
"GNAI3",0.361439474478947,1.70999492939163e-19,"UCEC"
"CCDC142",-0.361363830742476,1.74198775166494e-19,"UCEC"
"ATF7",0.361313311639839,1.76368215984111e-19,"UCEC"
"MAPK6",0.36117902376998,1.82265248013454e-19,"UCEC"
"UBR1",0.361149581776633,1.83583889923841e-19,"UCEC"
"NDUFA1",-0.361069380827343,1.87223792228521e-19,"UCEC"
"SEC24A",0.360905321165841,1.94892590281039e-19,"UCEC"
"KLHL11",0.3608994088954,1.95174656773507e-19,"UCEC"
"ARHGAP42",0.360795048608274,2.00220294136622e-19,"UCEC"
"EPAS1",0.360750345948314,2.0242071594376e-19,"UCEC"
"TNKS",0.360354408102957,2.22979982806246e-19,"UCEC"
"POLR2A",0.360218471241617,2.30502631106559e-19,"UCEC"
"DDX3X",0.36018711042182,2.32273312304327e-19,"UCEC"
"BIRC6",0.360156289271961,2.3402658185964e-19,"UCEC"
"SLFN5",0.359750787276016,2.58344928809992e-19,"UCEC"
"ENAH",0.359593323580436,2.68445226782152e-19,"UCEC"
"THBS1",0.359569578103114,2.70001739825186e-19,"UCEC"
"RNF111",0.359263525284288,2.90877479331118e-19,"UCEC"
"PDGFC",0.35916473570376,2.97949502598421e-19,"UCEC"
"NID1",0.359069843739459,3.04901944452343e-19,"UCEC"
"TSNAX-DISC1",0.358950846517876,3.13846800972507e-19,"UCEC"
"DNAJC24",0.358787176617997,3.26573384925758e-19,"UCEC"
"PRKAR1A",0.358614272365826,3.40570478140875e-19,"UCEC"
"ADAT1",0.358443766646717,3.54951854848529e-19,"UCEC"
"STC1",0.358134475808257,3.82582385802357e-19,"UCEC"
"AIDA",0.358121074004768,3.83826379924223e-19,"UCEC"
"DOC2A",-0.358105813338155,3.85247772923537e-19,"UCEC"
"PQBP1",-0.357836637965171,4.1118878605532e-19,"UCEC"
"RPS19",-0.357781321796408,4.16729136083179e-19,"UCEC"
"FRMD6",0.356956226422772,5.08650406087168e-19,"UCEC"
"NDST1",0.35676059606983,5.3322066640685e-19,"UCEC"
"ZFP36L1",0.356657848909748,5.46589862568669e-19,"UCEC"
"SPARC",0.356079742478263,6.28201825495452e-19,"UCEC"
"HUWE1",0.355867532265524,6.61079062735865e-19,"UCEC"
